COD,GENERO,PESO,ALTURA
2148,M,74.05,1.64
8791,F,66.54,1.5
7043,F,64.88,1.69
9123,M,68.9,1.87
8563,M,61.15,1.78
3766,M,67.79,1.8
8270,M,68.23,1.93
3033,F,63.97,1.81
2224,M,58.2,1.77
4868,F,55.85,1.58
5362,M,80.44,1.74
8185,M,76.34,1.9
4133,M,55.57,1.55
223,M,79.67,1.92
9224,F,72.49,1.65
4980,F,68.2,1.73
6195,M,80.79,1.93
4983,M,92.3,1.68
5339,F,66.59,1.51
3127,F,73.88,1.66
5940,M,79.46,1.6
3177,M,66.32,1.75
6236,F,73.98,1.72
3040,M,85.64,1.77
8361,F,64.65,1.68
6483,F,68.9,1.72
7211,F,51.1,1.67
4015,M,73.0,1.74
8730,M,76.97,1.63
427,F,68.13,1.49
6782,F,58.49,1.7
5286,M,67.59,1.7
3873,F,80.33,1.79
7270,F,53.43,1.36
1460,F,72.75,1.69
9209,F,69.72,1.67
9601,M,71.2,1.89
2610,F,56.6,1.78
9844,M,87.03,1.81
7978,F,72.62,1.83
8299,F,58.6,1.62
5663,F,75.0,1.6
927,F,63.35,1.74
4033,M,73.41,1.75
7029,F,65.16,1.62
7769,F,78.56,1.54
3236,F,52.74,1.88
8519,M,53.73,1.72
9219,F,65.43,1.78
2561,M,78.81,1.84
4011,M,86.97,1.9
1550,F,57.69,1.86
6171,M,89.32,1.82
179,M,87.38,1.74
7510,M,63.1,1.67
7714,F,63.97,1.71
3644,F,49.66,1.79
3501,M,83.24,1.82
1243,M,52.48,1.91
2789,M,76.72,1.74
2792,M,84.78,1.86
9697,M,72.19,1.85
3642,M,73.61,1.88
5531,M,74.53,1.84
3124,F,62.0,1.64
6438,F,54.96,1.77
1148,M,78.99,1.7
2783,F,61.04,1.86
4547,M,87.85,1.78
5541,F,56.95,1.68
8954,M,91.13,1.79
8078,F,78.49,1.53
1618,M,86.29,1.63
3199,F,68.95,1.74
7885,M,82.92,1.86
6610,F,59.74,1.62
1806,F,74.21,1.7
4783,M,73.95,1.69
4843,F,65.33,1.86
5300,M,72.54,1.64
7546,F,59.01,1.58
2827,M,93.24,1.79
8993,M,72.05,1.85
701,M,82.21,1.8
338,M,80.96,1.82
5394,F,61.03,1.57
2957,M,67.42,2.07
5232,M,76.11,1.8
1982,M,80.5,1.97
1703,F,71.19,1.54
8380,F,55.61,1.71
2818,M,80.33,1.76
6901,M,80.06,1.87
9237,M,56.64,1.75
3519,M,80.95,1.77
5150,M,76.77,1.73
7094,F,66.9,1.81
9582,F,62.2,1.78
3132,F,53.59,1.58
3984,M,84.07,1.72
9356,M,73.97,1.72
2659,M,64.11,1.63
7469,M,66.36,1.7
9535,M,80.11,1.83
7140,F,76.17,1.36
291,F,53.54,1.71
5818,F,76.37,1.56
8409,M,81.48,1.86
8691,F,63.23,1.59
1415,M,56.66,2.0
1475,M,74.27,1.81
8556,F,55.15,1.59
8417,F,62.1,1.91
8665,F,73.88,1.87
1146,M,84.69,1.72
5972,F,64.13,1.75
8513,M,93.08,1.59
5313,F,63.62,1.8
8526,F,60.55,1.72
7049,M,82.69,1.82
9964,F,47.3,1.83
4671,M,76.43,1.8
9224,M,82.99,1.75
5673,M,66.52,1.67
5716,M,77.89,1.68
1056,M,71.37,1.67
1976,F,62.92,1.54
3531,M,79.79,1.85
7877,M,81.8,1.67
7729,F,51.1,1.43
8209,M,59.28,1.83
839,F,65.7,1.75
9402,F,61.06,1.68
7288,M,79.55,1.76
1082,M,81.79,1.57
6848,M,85.35,1.66
784,M,86.28,1.83
3475,M,71.73,1.76
7475,F,60.25,1.74
4595,M,76.19,1.77
9749,F,56.5,1.74
705,F,55.61,1.81
3105,M,72.77,1.81
5388,F,57.51,1.57
3539,F,60.78,1.66
7478,F,55.62,1.78
7297,M,80.01,1.81
8098,M,80.6,1.92
4326,M,72.25,1.78
2698,M,51.78,1.84
2015,M,81.52,1.84
8814,F,61.92,1.71
8269,M,80.81,1.67
8434,M,76.94,1.76
8921,F,62.58,1.42
365,M,76.84,1.59
3819,M,68.87,1.83
1285,F,65.81,1.79
7271,F,60.78,1.51
6519,F,59.79,1.61
3148,M,71.42,1.82
9741,M,89.7,1.81
5510,M,88.66,1.75
3317,F,69.63,1.69
5215,F,80.77,1.58
5476,M,69.76,1.67
3418,F,62.59,1.77
4747,F,73.24,1.58
1288,M,84.54,1.76
5961,F,72.97,1.59
2576,F,50.04,1.86
6861,F,71.02,1.71
7809,M,55.87,1.85
6059,M,64.79,1.77
4073,F,65.46,1.5
2406,F,67.87,1.38
4625,F,63.76,1.74
8534,M,75.06,1.9
5024,M,74.76,1.74
6202,M,98.36,1.78
4010,M,91.46,1.83
631,M,75.42,1.76
2052,M,70.85,1.66
5389,F,71.22,1.72
8056,F,70.82,1.69
8653,M,76.64,1.79
3316,M,71.32,1.56
1243,M,61.75,1.85
9771,M,68.1,1.88
636,M,66.72,1.8
8990,M,86.89,1.87
6855,M,77.31,1.83
7929,M,93.43,1.77
595,F,58.95,1.83
6620,F,75.9,1.55
9443,F,82.24,1.52
7179,F,58.09,1.73
107,F,56.1,1.73
3322,F,56.56,1.63
772,F,63.84,1.58
7898,F,56.11,1.58
3518,M,76.78,1.75
8812,M,73.1,1.55
6765,M,96.73,1.86
4728,F,50.31,1.69
590,M,86.24,1.91
9399,M,68.72,1.6
7508,F,61.76,1.65
1909,F,48.85,1.58
9235,F,58.62,1.83
2905,M,65.63,1.95
237,F,70.7,1.75
246,M,77.03,1.73
9885,F,70.06,1.6
7169,M,65.75,1.75
3910,F,60.54,1.83
5278,M,67.83,1.72
264,M,69.21,1.76
202,F,57.36,1.64
3424,M,79.26,1.71
1129,F,72.53,1.68
1262,M,78.38,1.72
5926,F,65.86,1.53
9748,M,87.75,1.82
5792,F,55.22,1.69
8117,M,84.03,1.9
2904,M,102.12,1.77
1081,M,73.04,1.83
9355,M,63.99,1.73
5243,F,62.97,1.67
6486,M,79.01,1.81
1382,M,88.07,1.74
2974,M,70.92,1.71
2490,F,68.27,1.78
5711,M,83.93,1.82
314,M,84.6,1.85
6072,M,78.13,1.86
3090,F,54.44,1.65
8216,M,77.73,1.83
788,F,70.77,1.72
9835,F,63.4,1.77
6532,F,54.78,1.7
6705,M,89.66,1.81
342,F,61.5,1.65
1926,F,63.68,1.59
6941,M,74.45,1.77
9287,M,71.6,1.95
54,F,57.4,1.73
5234,M,74.79,1.71
8932,F,65.48,1.52
6587,M,78.88,1.68
2107,M,72.31,1.78
2637,M,85.44,1.88
2670,F,63.8,1.76
2901,M,63.39,1.83
6674,M,65.62,1.78
9670,F,57.88,1.62
9624,F,67.93,1.77
4175,F,80.31,1.81
459,M,72.55,1.78
1510,M,72.06,1.79
7852,F,67.8,1.67
3213,F,67.54,1.7
983,F,61.65,1.63
8100,M,79.72,1.74
8206,M,67.58,1.84
1428,F,64.43,1.47
9161,M,90.97,1.6
7517,M,76.76,1.87
7893,F,70.14,1.52
6973,F,61.68,1.75
5151,M,71.18,1.81
5253,M,77.69,1.65
29,F,71.36,1.95
5637,F,65.74,1.65
6042,M,82.58,1.85
437,F,61.47,1.45
9987,M,54.95,1.77
6409,M,85.06,1.7
1000,M,76.52,1.82
9943,M,68.04,1.93
4211,M,68.69,1.71
8901,F,64.1,1.54
7485,M,59.74,1.74
5163,M,80.76,1.82
9138,M,80.51,1.69
8806,F,56.54,1.61
7918,F,73.87,1.93
3271,M,79.64,1.67
9149,M,73.79,1.71
3527,M,83.66,1.66
4234,F,70.32,1.67
1277,F,70.77,1.69
2674,M,67.34,1.75
4008,F,78.73,1.76
6223,F,77.83,1.82
6906,M,66.6,1.65
6105,M,72.17,1.78
1502,M,72.94,1.91
3867,M,70.05,1.85
4436,F,76.24,1.66
3533,M,79.88,1.8
6987,M,72.46,1.67
4779,F,57.68,1.62
4925,F,50.43,1.61
1372,F,56.17,1.6
191,M,87.13,1.7
6826,M,76.35,1.86
9561,F,70.36,1.87
2590,M,67.29,1.55
8263,F,81.06,1.94
2877,M,90.16,1.64
1435,F,69.16,1.86
8845,F,63.19,1.42
2130,F,65.64,1.74
2245,M,79.81,1.74
9253,M,74.92,1.84
3444,M,81.15,1.83
5962,F,73.93,1.59
4038,F,61.72,1.63
3695,M,85.84,1.78
5491,M,78.29,1.77
7649,M,78.1,1.81
8577,M,77.29,1.84
6246,M,78.73,1.73
6397,F,70.81,1.85
632,F,73.92,1.66
7162,F,75.48,1.74
7792,M,74.69,1.94
9194,M,82.59,1.78
4284,M,92.38,1.73
2922,F,69.35,1.76
747,F,69.6,1.71
4855,F,62.96,1.54
1050,F,62.43,1.57
8502,M,90.72,1.68
8797,M,93.26,1.71
967,F,69.23,1.85
9452,F,59.46,1.52
3468,F,64.03,1.86
1963,M,68.85,1.93
1675,M,58.98,1.75
5220,M,71.91,1.98
1188,F,52.46,1.57
8941,F,66.85,1.66
2497,F,68.72,1.66
1308,M,69.98,1.79
3984,M,68.02,1.78
3444,M,63.25,1.76
4219,F,56.93,1.87
5387,F,60.44,1.73
133,F,63.0,1.73
2659,F,69.62,1.42
2666,F,73.82,1.68
3646,M,64.12,2.0
2057,F,66.28,1.9
3684,F,68.27,1.69
7318,F,56.44,1.7
1114,M,80.45,1.87
5720,F,55.9,1.97
6698,M,62.34,1.87
746,F,64.76,1.68
2776,M,87.14,1.66
4156,F,63.03,1.74
978,M,86.37,1.76
9371,F,62.76,1.56
3570,F,71.03,1.64
6114,M,71.99,1.89
2341,M,94.94,1.95
8185,M,79.25,1.85
4159,F,56.74,1.74
3925,M,71.77,1.67
7483,M,78.08,1.8
5288,F,61.06,1.67
6080,F,71.5,1.72
8582,M,70.2,2.02
3505,F,65.16,1.58
640,F,69.65,1.84
1006,F,42.2,1.59
7987,F,63.88,1.74
1051,M,70.45,1.87
9896,M,77.41,1.78
5283,M,85.71,1.67
8851,F,72.14,1.54
2941,M,79.67,1.77
1614,F,72.63,1.58
7422,F,67.61,1.74
5684,M,79.73,1.83
2744,F,59.93,1.61
8167,F,72.31,1.68
2449,F,47.01,1.71
1616,F,61.34,1.64
7034,F,62.07,1.87
6123,M,72.79,1.63
5419,F,60.14,1.9
979,F,68.16,1.68
7963,M,80.27,1.78
2886,M,86.02,1.81
4263,M,82.14,1.9
567,M,76.81,1.83
673,F,64.2,1.73
1210,F,72.57,1.72
9095,F,83.77,1.79
3764,M,78.73,1.71
423,M,67.75,1.75
9856,F,60.25,1.82
7598,M,66.33,1.86
5706,M,74.12,1.81
8071,M,71.18,1.9
2884,M,75.91,1.7
8666,F,61.22,1.61
1371,M,80.38,1.83
9656,M,89.13,1.82
2390,F,75.94,1.75
1145,M,73.98,1.75
7933,F,59.74,1.55
8837,F,62.77,1.66
9475,F,83.76,1.69
8752,F,60.02,1.66
5396,F,71.18,1.88
4633,F,53.65,1.83
171,M,79.5,1.71
3738,F,49.1,1.62
6946,F,55.3,1.57
7440,F,69.11,1.78
8104,M,79.62,1.68
7310,M,56.75,1.56
636,M,85.23,1.92
1035,M,73.94,1.74
6213,F,62.96,1.7
9099,F,73.1,1.81
9872,F,58.28,1.72
235,F,51.71,1.58
4083,M,69.23,1.54
159,F,65.4,1.81
3554,M,67.52,1.86
8574,F,63.41,1.52
3145,M,86.34,1.8
2442,M,88.38,1.74
8599,F,73.94,1.42
6213,M,81.72,1.92
3373,F,60.06,1.76
7676,F,52.54,1.51
2932,F,64.08,1.72
9191,M,75.0,1.79
7560,M,92.62,1.78
3936,M,74.46,1.67
1202,F,58.98,1.74
4642,M,57.51,1.55
6632,F,74.73,1.62
3566,F,57.08,1.61
4418,F,70.3,1.8
8501,M,87.64,1.85
5903,F,65.74,1.69
5520,F,54.65,1.63
6736,F,69.77,1.69
9110,M,86.73,1.97
9226,M,62.09,1.85
6141,M,60.95,1.95
5966,F,64.3,1.64
3375,M,69.06,1.62
8623,F,66.09,1.61
1426,M,88.27,1.8
499,M,71.84,1.86
1906,M,78.64,1.78
1264,M,81.57,1.89
4503,M,83.14,1.72
253,F,76.53,1.6
3989,F,70.03,1.49
790,F,60.36,1.55
1672,F,56.79,1.63
4774,M,68.6,1.65
8948,F,65.04,1.62
5105,M,67.58,1.69
6935,F,67.75,1.94
938,M,78.91,1.64
5832,F,60.42,1.54
9366,F,58.62,1.76
448,F,53.3,1.53
4709,F,62.52,1.58
4980,F,49.13,1.72
5156,F,68.84,1.58
954,F,77.94,1.72
2673,F,67.43,1.7
8371,M,72.68,1.77
4889,F,65.37,1.65
3508,F,71.19,1.69
3774,M,69.07,1.69
5576,M,91.84,1.87
7150,F,53.42,1.74
1670,F,63.62,1.53
9154,M,71.79,1.8
7109,M,98.93,1.9
3259,F,62.59,1.48
128,M,70.1,1.72
2548,F,74.24,1.69
1208,F,55.92,1.62
7436,F,52.85,1.54
5252,M,69.45,1.7
9723,M,73.35,1.87
273,F,59.44,1.41
1395,M,78.75,1.71
8908,M,81.72,1.89
6360,M,57.81,1.67
7615,M,73.65,1.64
9207,F,76.84,1.45
2280,F,71.7,1.72
4987,M,71.08,1.72
8144,F,72.32,1.77
3896,F,54.77,1.68
3293,F,69.1,1.72
9247,F,51.68,1.86
5894,M,71.52,1.8
3335,F,66.8,1.6
1465,M,74.62,1.99
6924,F,71.02,1.59
4807,M,71.14,1.76
364,M,65.82,1.78
7939,F,72.54,1.56
4496,M,91.88,1.99
8574,M,46.14,1.63
3300,F,55.78,1.51
1367,M,74.57,2.03
8420,M,65.51,1.76
2248,F,62.64,1.79
2718,M,75.73,1.64
3572,F,43.5,1.72
7888,M,70.89,1.87
8290,M,74.48,1.71
5732,M,77.2,1.79
3812,M,84.25,1.69
1370,M,68.52,1.77
3006,M,69.36,1.93
902,F,53.52,1.79
249,M,69.81,1.82
9457,F,63.89,1.64
3461,F,66.13,1.63
3588,M,88.33,1.91
4944,M,84.71,1.79
9229,M,63.95,1.71
2960,F,63.46,1.76
1919,F,56.08,1.75
5671,F,55.42,1.57
6483,F,62.32,1.8
3499,M,65.6,1.62
8167,M,71.63,1.79
7010,M,94.33,1.85
2460,F,68.99,1.67
6172,F,62.96,1.86
8339,M,69.55,1.81
9353,F,64.91,1.77
3718,M,73.23,1.71
722,F,87.51,1.73
374,M,65.58,1.76
482,F,65.62,1.77
2358,M,82.99,1.74
4070,M,77.96,1.59
4396,F,57.1,1.74
501,M,72.3,1.74
6156,M,66.04,1.72
6025,M,88.11,1.76
8632,F,72.11,1.64
1718,F,50.98,1.63
5135,M,76.06,1.66
3239,M,73.03,1.91
2008,F,76.77,1.65
8325,M,68.89,1.73
6379,M,77.87,1.72
4408,M,59.71,1.7
9661,F,66.57,1.83
3880,M,66.35,1.62
6349,F,68.02,1.55
3694,M,80.96,1.84
1886,M,72.98,1.82
2909,M,80.62,1.7
5611,F,50.72,1.79
5513,F,62.0,1.68
6469,F,61.75,1.51
834,F,84.83,1.69
3148,F,59.66,1.69
1409,M,84.15,2.07
5739,M,69.74,1.62
4329,F,59.49,1.7
1119,F,53.47,1.65
1660,M,81.9,1.76
683,F,53.11,1.55
8491,M,55.62,1.66
1632,F,53.07,1.74
2645,M,72.4,1.79
2879,M,74.43,1.88
1788,F,70.24,1.63
2451,M,94.26,1.71
2681,F,67.83,1.64
2643,M,76.6,1.86
7707,M,77.83,1.78
2750,F,55.89,1.93
4067,F,63.24,1.68
5045,F,68.36,1.53
5103,M,68.14,1.8
9016,F,63.77,1.67
6071,F,60.07,1.79
8723,F,75.78,1.58
6470,M,74.09,1.88
1981,M,72.32,1.68
5146,F,68.45,1.52
5981,F,68.82,1.72
2527,F,73.3,1.8
2134,F,61.73,1.71
5663,F,62.24,1.72
8469,F,64.31,1.74
8468,M,65.5,1.79
1957,F,60.81,1.72
8899,F,73.31,1.67
7941,F,77.26,1.8
4951,M,78.4,1.8
6074,F,70.7,1.57
1907,M,64.91,1.91
9236,M,78.89,1.9
9886,M,60.06,1.59
3618,F,62.23,1.74
3005,F,65.65,1.77
6242,M,68.73,1.98
1294,F,69.31,1.71
1641,F,63.12,1.72
920,M,68.57,1.93
8487,F,64.68,1.61
9325,M,97.79,1.52
1911,F,48.12,1.71
9995,M,61.56,1.57
761,M,98.11,1.83
6443,F,63.36,1.53
4993,F,59.9,1.71
1568,M,73.71,1.65
1949,F,63.88,1.62
6940,F,68.14,1.7
1160,M,64.77,1.85
88,F,69.01,1.58
1314,F,64.98,1.65
6394,M,78.99,1.83
2600,M,87.7,1.94
6124,F,71.09,1.66
3925,M,78.73,1.66
8480,M,84.23,1.72
961,M,77.69,1.86
8276,M,88.63,1.76
6720,M,55.69,1.5
3585,M,86.04,1.79
2541,F,75.1,1.66
2379,M,79.07,1.83
9952,F,57.22,1.85
1308,M,78.94,1.58
5018,F,67.19,1.66
8742,M,80.34,1.8
7955,F,56.72,1.62
1252,M,69.74,1.7
8923,F,58.31,1.57
5488,M,76.67,1.79
8420,F,53.57,1.63
432,M,77.33,1.99
3141,M,64.27,1.79
8890,F,78.75,1.51
1440,F,58.65,1.62
4848,M,62.21,1.91
1686,F,53.04,1.79
5604,F,66.5,1.92
6667,M,72.32,1.76
1825,F,66.18,1.6
5227,M,95.38,1.96
5435,M,72.64,1.83
4524,F,57.14,1.79
4465,F,64.71,1.55
2532,F,63.05,1.63
7938,F,63.54,1.71
532,M,75.06,1.84
4598,M,91.42,1.76
221,M,70.6,1.86
1254,F,65.6,1.64
1329,F,61.93,1.67
7015,M,83.58,1.69
1401,M,76.82,1.72
4038,M,76.05,1.72
4514,F,73.06,1.58
1983,F,68.61,1.71
3670,M,61.51,1.73
9701,M,61.83,1.77
7559,F,73.64,1.46
6515,F,55.11,1.74
9320,F,69.4,1.81
6009,M,53.51,1.9
6787,M,86.72,1.79
418,M,79.99,1.85
2492,F,65.18,1.64
8274,F,65.64,1.8
7370,M,64.98,1.77
2229,F,60.01,1.84
4898,M,68.16,1.8
5936,F,56.31,1.74
8268,M,80.28,1.76
7598,M,79.61,1.82
5438,M,81.43,1.87
1772,M,76.86,1.75
9174,F,68.01,1.67
4195,F,77.18,1.66
8284,M,62.99,1.83
7095,F,64.07,1.8
8208,M,79.22,1.79
9431,M,64.87,1.86
9260,F,59.49,1.82
460,F,81.23,1.69
6214,F,66.66,1.62
4623,F,64.07,1.76
2329,M,80.59,1.73
5712,F,76.96,1.68
6823,M,77.29,1.8
8897,M,73.01,1.66
2819,F,72.5,1.57
4087,F,67.15,1.7
4716,F,74.29,1.72
9006,F,59.84,1.73
2444,M,90.86,1.73
9151,F,72.0,1.53
252,M,70.25,1.74
8099,F,63.68,1.8
1723,F,57.47,1.85
6502,F,70.01,1.94
3763,F,71.41,1.64
6540,M,68.24,1.77
1719,F,64.77,1.76
9434,M,71.53,1.96
1354,M,87.78,1.69
1344,F,56.28,1.74
3191,M,89.1,1.64
1310,F,59.65,1.42
2390,F,61.47,1.66
2771,F,51.51,1.58
5773,F,69.4,1.54
1861,F,75.39,1.68
4947,M,80.95,1.7
933,F,68.61,1.52
5423,M,78.28,1.86
6383,F,63.75,1.54
7068,M,79.49,1.91
7857,F,49.2,1.6
9820,M,81.24,1.72
9468,F,71.79,1.65
9934,M,82.94,1.63
9245,M,69.83,1.8
6066,M,71.07,1.85
9708,F,58.77,1.53
8967,M,86.18,1.94
2988,M,74.97,1.82
5371,F,72.04,1.56
7925,M,72.74,1.65
2961,M,67.66,1.93
4225,M,65.85,1.98
5472,M,66.71,1.62
7278,F,69.24,1.7
5095,M,98.45,1.92
1705,M,91.82,1.77
5126,F,65.23,1.6
9728,M,76.65,1.76
3489,M,62.76,1.83
826,F,72.26,1.73
7848,F,70.35,1.65
6664,F,55.23,1.81
5794,M,65.04,1.69
1891,M,83.88,1.88
5023,F,70.57,1.74
111,M,76.17,1.83
6327,F,68.53,1.68
6225,M,78.83,1.79
8566,F,59.32,1.81
8166,F,73.8,1.68
4351,F,57.79,1.61
8809,F,69.76,1.86
7636,F,78.41,1.84
1765,M,85.5,1.82
6811,M,84.58,1.73
8825,M,72.99,1.84
1239,M,78.31,1.9
6464,M,67.68,1.96
111,M,79.26,1.84
9972,M,84.96,1.76
1239,F,63.43,1.78
8149,M,61.89,1.67
6580,F,49.44,1.58
38,M,83.78,1.88
6922,F,76.43,1.62
3223,F,62.33,1.91
199,M,70.14,1.83
4930,F,68.41,1.63
9414,F,52.18,1.79
5196,F,53.76,1.61
3428,M,63.07,1.75
3322,F,67.39,1.74
8561,F,75.79,1.76
201,F,69.82,1.65
7573,M,82.39,1.55
6993,M,67.34,1.69
2587,F,64.36,1.67
8945,M,72.4,1.79
6334,F,77.83,1.48
4077,F,54.09,1.7
1538,F,76.92,1.66
6623,F,52.6,1.64
7035,F,60.61,1.69
8113,F,82.04,1.83
6357,M,76.71,1.71
5182,M,72.29,1.67
132,F,62.59,1.66
4522,M,67.46,1.94
3763,F,66.6,1.58
3938,F,71.61,1.63
7390,F,75.17,1.59
3347,M,65.65,1.78
9363,F,76.78,1.74
2129,M,83.62,1.68
6574,F,68.49,1.74
145,F,59.37,1.56
8642,M,77.35,1.82
2334,F,64.17,1.66
4982,F,55.18,1.77
7289,M,82.98,1.71
1603,F,55.71,1.55
1117,M,80.81,1.89
2790,M,71.0,1.73
927,F,83.07,1.92
2126,F,56.28,1.56
9988,F,66.73,1.61
705,F,65.74,1.67
5329,M,79.44,1.9
6188,F,55.87,1.53
6716,F,60.95,1.63
2889,M,78.97,1.9
1227,F,67.59,1.67
1927,F,59.1,1.88
3083,M,86.94,1.88
6682,F,74.71,1.48
9649,M,84.23,1.79
6963,F,55.23,1.69
1953,F,81.19,1.54
2074,F,74.06,1.51
8188,M,65.93,1.71
4389,F,55.53,1.71
168,M,82.06,1.95
4318,F,56.64,1.58
9819,M,83.01,1.79
8125,F,68.34,1.73
4488,M,69.68,1.85
5223,M,82.73,1.72
2050,F,72.42,1.88
3221,F,69.44,1.91
490,F,66.03,1.79
4846,F,76.95,1.77
6758,M,76.73,1.81
2440,F,65.25,1.58
9389,F,67.97,1.66
2939,M,76.53,1.84
3977,M,77.57,1.74
6250,M,77.47,1.78
9767,M,82.03,1.75
5429,F,62.35,1.81
6597,M,75.71,1.77
5216,F,75.72,1.75
5442,M,76.3,1.76
3202,M,75.36,1.59
2223,M,82.33,1.67
7901,M,69.73,1.74
6084,M,58.39,1.86
2915,M,81.7,1.83
6190,M,71.58,1.86
8100,F,74.83,1.39
9474,M,71.07,1.68
5428,F,72.92,1.57
7634,F,70.65,1.63
2719,F,62.68,1.59
4556,M,82.66,1.82
5101,M,97.4,1.73
1820,F,66.96,1.66
1111,M,80.9,1.8
7643,F,84.93,1.93
1640,F,59.14,1.67
6068,F,70.36,1.68
245,M,76.15,1.91
3907,F,66.66,1.83
1120,M,60.08,1.7
2749,M,98.67,1.77
7698,F,67.73,1.66
1839,M,76.01,1.71
444,M,77.89,1.69
9713,F,68.59,1.59
3121,F,54.47,1.62
6797,M,68.76,1.81
7507,M,78.06,1.64
5263,M,63.52,1.7
3698,F,62.75,1.81
3178,F,70.85,1.5
1307,M,63.97,1.68
2012,M,65.61,1.72
8123,M,63.51,1.75
2001,M,85.12,1.76
8312,M,89.33,1.88
3669,M,78.43,1.93
7207,M,71.62,1.85
5129,M,87.42,1.8
4902,M,70.65,1.87
1917,M,70.34,1.75
9439,F,74.16,1.62
8067,F,58.05,1.43
8097,M,80.48,1.78
9369,F,74.31,1.82
4006,M,94.28,1.73
5963,M,87.98,1.85
7265,M,83.37,1.61
1204,F,61.02,1.56
7315,F,64.84,1.63
7419,M,53.67,1.82
421,F,82.98,1.5
5441,M,81.73,1.87
813,M,84.97,2.08
8779,F,75.97,1.7
8499,F,80.01,1.63
269,M,69.4,1.81
6405,F,71.07,1.78
1015,M,72.34,1.82
889,F,60.81,1.6
9548,M,84.76,2.03
9181,M,68.19,1.77
9938,M,83.79,1.77
7279,F,73.54,1.69
9990,F,60.23,1.65
4606,M,75.3,1.64
6310,F,64.12,1.56
2018,M,92.89,1.93
8107,M,77.39,1.61
4322,F,60.87,1.85
4620,F,50.37,1.74
6228,M,95.64,1.83
6745,M,82.51,1.84
4436,M,85.3,1.77
1093,F,71.87,1.67
4357,M,64.63,1.71
8740,M,64.82,1.67
2183,F,70.01,1.65
4997,F,70.87,1.61
207,M,88.64,1.87
4908,M,55.22,1.82
3084,M,69.72,1.85
2643,F,63.09,1.71
6859,F,61.47,1.78
6392,F,82.53,1.71
1552,M,74.08,1.79
4582,F,74.05,1.7
3915,M,93.7,1.69
9014,M,79.59,1.94
5756,M,57.72,1.85
3842,M,78.48,1.76
94,M,72.65,1.86
6013,M,73.51,1.8
2038,M,64.11,1.82
2170,M,76.93,1.94
8879,M,82.2,1.67
2907,F,71.3,1.8
2823,F,51.66,1.67
9614,F,71.44,1.83
981,F,65.02,1.74
8834,F,60.77,1.74
4533,M,100.79,1.64
2900,F,72.46,1.59
967,M,63.21,1.85
1588,F,70.18,1.79
1384,M,55.78,1.7
8369,F,52.45,1.77
8124,M,82.5,1.63
4547,F,70.9,1.88
3500,M,82.56,1.73
8477,F,69.74,1.7
7689,F,58.63,1.55
6508,M,66.27,1.71
5426,F,73.06,1.54
9887,M,81.96,1.82
8081,F,74.77,1.74
4505,F,66.13,1.69
7898,F,70.96,1.66
6108,M,85.51,1.84
1844,M,61.92,1.65
5872,F,71.73,1.69
310,F,68.18,1.74
493,M,92.52,1.81
3055,M,80.21,1.93
3588,M,72.18,2.0
8246,M,81.98,1.7
4880,F,51.3,1.96
3696,F,51.11,1.73
9708,F,70.76,1.61
7162,M,83.86,1.71
1380,F,71.64,1.68
9336,M,66.71,1.84
1914,M,79.21,1.67
4859,M,50.94,1.75
6944,M,73.16,1.92
3121,M,85.21,1.83
5489,M,77.9,1.74
9887,M,83.72,1.85
1074,M,75.23,1.75
6166,F,62.94,1.62
971,M,83.03,1.59
1795,M,80.16,1.91
3458,F,64.95,1.53
9714,M,81.45,2.02
3354,M,83.63,1.69
7412,F,64.39,1.64
2198,F,59.11,1.55
9422,M,83.69,1.8
8232,F,60.22,1.86
9877,M,70.0,1.81
5516,M,59.83,1.86
496,M,71.17,1.7
8991,F,60.43,1.61
535,M,67.89,1.83
1417,M,62.64,1.72
3125,F,57.81,1.67
4284,M,70.08,1.82
7276,M,85.46,1.8
235,M,73.6,1.73
188,M,77.24,1.76
657,M,81.84,1.92
5533,M,71.92,1.8
1209,F,58.61,1.85
8389,F,67.67,1.65
7276,M,79.87,1.89
5675,M,76.38,2.05
4029,M,60.42,1.72
3072,M,73.65,1.83
4411,F,66.92,1.66
3835,M,86.36,1.62
948,F,67.99,1.73
3085,M,69.3,1.67
1607,M,92.52,1.79
7793,M,79.6,1.59
2862,F,63.32,1.66
3369,M,71.77,1.8
9893,F,79.49,1.65
1459,M,64.16,1.8
8061,F,73.55,1.62
5546,F,64.6,1.63
9786,F,75.81,1.89
8133,M,70.09,1.82
7576,M,65.97,1.79
7707,F,73.08,1.71
6819,F,66.2,1.67
6123,F,79.0,1.89
5337,F,64.58,1.64
9506,M,85.38,1.75
4383,M,62.79,1.76
9751,M,71.44,1.96
3293,F,79.41,1.63
8933,M,68.82,1.68
4527,F,67.17,1.61
2306,F,70.41,1.72
395,M,86.44,1.87
4202,F,54.86,1.68
5914,F,76.52,1.61
5980,M,90.66,1.77
5776,M,84.02,1.97
1197,M,80.1,1.71
2280,F,64.79,1.61
8050,M,88.19,1.87
3986,F,77.13,1.58
5446,M,80.05,1.86
414,M,68.05,1.48
5265,F,62.25,1.61
6861,F,61.47,1.5
4050,M,89.03,1.72
889,F,62.3,1.76
8773,F,63.18,1.61
7444,M,61.25,1.85
7918,M,67.98,1.93
8152,F,65.3,1.54
135,M,83.0,1.86
1679,M,72.38,1.89
8276,F,64.63,1.72
1177,F,69.16,1.64
